"Track URI","Track Name","Artist URI(s)","Artist Name(s)","Album URI","Album Name","Album Artist URI(s)","Album Artist Name(s)","Album Release Date","Album Image URL","Disc Number","Track Number","Track Duration (ms)","Track Preview URL","Explicit","Popularity","Added By","Added At","Artist Genres","Danceability","Energy","Key","Loudness","Mode","Speechiness","Acousticness","Instrumentalness","Liveness","Valence","Tempo","Time Signature","Album Genres","Label","Copyrights"
"spotify:track:3u1JcWL1OcJNe6I5P93VyZ","Hipsta","spotify:artist:0CbeG1224FS58EUx4tPevZ, spotify:artist:3Rr1Vx3lro8cxDD6OFnYkJ","Timmy Trumpet, Chardy","spotify:album:7xeMcofhxPZ6zuAORYkqxA","Hipsta","spotify:artist:0CbeG1224FS58EUx4tPevZ, spotify:artist:3Rr1Vx3lro8cxDD6OFnYkJ","Timmy Trumpet, Chardy","2015-02-19","https://i.scdn.co/image/ab67616d0000b27368a2f07ed342f2909545b7a6","1","1","232846","","false","0","spotify:user:b1zguy","2021-03-24T08:03:35Z","australian dance,big room,edm,melbourne bounce,melbourne bounce international,pop dance,melbourne bounce","0.753","0.869","6","-3.659","1","0.351","0.00281","0.00503","0.285","0.353","130.024","4","","Hussle Recordings","C (P) 2015 Hussle Recordings, P (P) 2015 Hussle Recordings"
"spotify:track:5OgKYf0pK46xk36olPiLZW","Unbroken","spotify:artist:1V3VTM7VspiQjcmRhC010n, spotify:artist:47BEc2RoW53owMyxacXWdV, spotify:artist:71WExccCBN2mw0klSzfYzz","Quintino, Yves V, Gia Koka","spotify:album:73ZqYItXYp3J5J8kk5Xj5p","Unbroken","spotify:artist:1V3VTM7VspiQjcmRhC010n, spotify:artist:47BEc2RoW53owMyxacXWdV","Quintino, Yves V","2016-01-01","https://i.scdn.co/image/ab67616d0000b27376fc71333c0be6c0795280e3","1","1","185625","","false","0","spotify:user:b1zguy","2021-03-24T08:08:56Z","dutch edm,dutch house,edm,electro house,pop dance,progressive electro house,slap house,belgian edm,brazilian edm,dance pop,edm,electro house,pop dance,pop edm,progressive electro house,slap house,tropical house","0.567","0.772","5","-4.261","1","0.0582","0.000466","0.0000325","0.254","0.11","128.073","4","","Spinnin' Records","C 2015 SpinninRecords.com, P 2015 SpinninRecords.com"
"spotify:track:05fxIv1ugnZSw7rnA5tJxg","Far From Home - Original Mix","spotify:artist:06cLuOP0p7VAnBnqil1eWX, spotify:artist:2SHmJ9pvh1h1TXu2WulzL4","Swanky Tunes, Going Deeper","spotify:album:4MkeWvYqSkIjutUQCS07Vf","Far From Home","spotify:artist:06cLuOP0p7VAnBnqil1eWX, spotify:artist:2SHmJ9pvh1h1TXu2WulzL4","Swanky Tunes, Going Deeper","2015-10-19","https://i.scdn.co/image/ab67616d0000b273703e5759c0e544381262cb8b","1","2","316800","https://p.scdn.co/mp3-preview/2ca7a275f15c52d1321bf454fd1e4f49cc62aa4a?cid=9950ac751e34487dbbe027c4fd7f8e99","false","7","spotify:user:b1zguy","2021-03-24T08:09:09Z","edm,electro house,pop dance,pop edm,progressive electro house,progressive house,russian edm,sky room,edm,electro house,house,pop dance,pop edm,russian edm","0.605","0.905","4","-3.963","0","0.0383","0.00532","0.034","0.0397","0.585","125","4","","Armada Music","C 2015 Armada Music B.V., P 2015 Armada Music B.V."
"spotify:track:2v6nEmqTRR4e1feHi8LLtp","Booty Bounce - Radio Edit","spotify:artist:2vVNxGBvKRQMWwI5c8KmYh","Tujamo","spotify:album:3qMa9JvuFpMGLTuHEYcEVF","Booty Bounce","spotify:artist:2vVNxGBvKRQMWwI5c8KmYh","Tujamo","2015-04-17","https://i.scdn.co/image/ab67616d0000b273b314b8ae00fc33dafeb8546d","1","1","199687","","false","0","spotify:user:b1zguy","2021-03-24T08:09:21Z","dance pop,edm,electro house,pop dance,progressive electro house,tropical house","0.656","0.987","0","-2.26","1","0.0353","0.0225","0.388","0.0629","0.554","127.993","4","","Spinnin' Records","C 2015 SpinninRecords.com, P 2015 SpinninRecords.com"
"spotify:track:6lOsjTvgGL08uRf2nKrSed","Dreaming - The Chainsmokers Remix","spotify:artist:4iiQabGKtS2RtTKpVkrVTw, spotify:artist:69GGBxA162lTqCwzJG5jLp","Smallpools, The Chainsmokers","spotify:album:6s3mToHfR82x0g6rd0KAgN","Dreaming Remix EP","spotify:artist:4iiQabGKtS2RtTKpVkrVTw","Smallpools","2013-12-13","https://i.scdn.co/image/ab67616d0000b27360d827ec1d044dc12909d9f5","1","1","297906","https://p.scdn.co/mp3-preview/96be31334611b11c3a385bb1701b34f5861aa885?cid=9950ac751e34487dbbe027c4fd7f8e99","false","51","spotify:user:b1zguy","2021-03-24T08:09:32Z","electropop,hopebeat,indie poptimism,la indie,la pop,metropopolis,modern alternative rock,modern rock,pop rock,dance pop,edm,electropop,pop,pop dance,tropical house","0.628","0.978","5","-3.739","0","0.0771","0.0132","0.0336","0.0494","0.453","127.04","4","","RCA Records Label","P (P) 2013 RCA Records, a division of Sony Music Entertainment"
"spotify:track:06bivNrigrgsbwXooKUzHn","Chemical Energy (feat. Flea)","spotify:artist:1u7OVFmWah4wQhOPIbUb8U, spotify:artist:0Xl5J6iOgiQHFqgri7TF8j","Will Sparks, Flea","spotify:album:1I3bQLwEfrzt3yu7rnbuwB","MELBOURNE BOUNCE","spotify:artist:0LyfQWJT6nXafLPZqxe9Of","Various Artists","2013-10-11","https://i.scdn.co/image/ab67616d0000b273542a117c955f8d73c5937444","1","2","285255","","true","0","spotify:user:b1zguy","2021-03-24T08:10:08Z","big room,edm,electro house,melbourne bounce,melbourne bounce international,pop dance,electric bass,funk rock","0.915","0.677","11","-6.221","0","0.326","0.0117","0.000211","0.352","0.614","127.997","4","","onelove","P 2013 onelove"
"spotify:track:6WFmZ2wpdb64dVnO9sMRN2","Tomorowland","spotify:artist:5tQInn5C1ECITHXtZ89BQ2","Ivan Craft","spotify:album:4EwqPYLGOrMpsXaeXM0XRv","Tomorowland","spotify:artist:5tQInn5C1ECITHXtZ89BQ2","Ivan Craft","2012-12-01","https://i.scdn.co/image/ab67616d0000b2739123d4af07f634e73c18cfe8","1","1","356250","","false","0","spotify:user:b1zguy","2021-03-24T08:15:43Z","","0.74","0.563","7","-8.451","1","0.111","0.00349","0.87","0.0631","0.312","127.998","4","","Daviddance","C 2012 Daviddance, P 2012 Daviddance"
"spotify:track:3frzyav3WIM2kW1QthfBKy","Ghetto Supastar - Radio Edit","spotify:artist:0djYNSire4uhcmJbB7SYCm","Pras United","spotify:album:4DJzZkTSdiguVl2juUJvog","60 Alltime Dance Classics","spotify:artist:0LyfQWJT6nXafLPZqxe9Of","Various Artists","2011-04-15","https://i.scdn.co/image/ab67616d0000b2732752e10ea2ada4b007601320","1","12","230155","","false","0","spotify:user:b1zguy","2021-03-24T08:16:24Z","","0.664","0.793","6","-6.935","1","0.0423","0.0606","0.0000535","0.142","0.365","127.98","4","","Puropop","C 2011 Puropop, P 2011 Puropop"
"spotify:track:5lByoyTJti3jYo22bLQKOH","Burnin","spotify:artist:7CajNmpbOovFoOoasH2HaY, spotify:artist:6cEuCEZu7PAE9ZSzLLc2oQ","Calvin Harris, R3HAB","spotify:album:48zisMeiXniWLzOQghbPqS","Motion","spotify:artist:7CajNmpbOovFoOoasH2HaY","Calvin Harris","2014-10-31","https://i.scdn.co/image/ab67616d0000b273063c048e9ef6bd021b744756","1","14","234773","https://p.scdn.co/mp3-preview/5bd26c361da857bff10a581b275a9660a9deec1c?cid=9950ac751e34487dbbe027c4fd7f8e99","false","49","spotify:user:b1zguy","2021-03-24T08:17:48Z","dance pop,edm,electro house,house,pop,progressive house,uk dance,dance pop,dutch house,edm,electro house,pop,pop dance,progressive electro house,slap house,tropical house","0.643","0.997","11","-1.656","1","0.0483","0.00205","0.672","0.659","0.555","128.004","4","","Columbia","P (P) 2014 Sony Music Entertainment UK Limited"
"spotify:track:3Qy1TBErdWSN3xaxiPlTGz","I'm Still Hot - R3hab Remix","spotify:artist:4ugGMtXC28CVR5hlYJy9wV","Luciana","spotify:album:2sQaz0HFcUkR5nOwY0Lrq9","I'm Still Hot (Remixes)","spotify:artist:4ugGMtXC28CVR5hlYJy9wV","Luciana","2011-11-22","https://i.scdn.co/image/ab67616d0000b2732867be26e62dac1cf38d8525","1","5","247500","","false","0","spotify:user:b1zguy","2021-03-24T08:19:40Z","dance pop","0.768","0.874","7","-4.235","1","0.0543","0.00634","0.0144","0.33","0.0929","128.004","4","","Audacious Records","C (C) 2011 Audacious Records"
"spotify:track:3g9LSpUhvmSMUY7elyT1w6","Run This Shit","spotify:artist:3Y7sK4nACC8R7WwAUUumCL, spotify:artist:4I6NT4aWtBnuXYowQv7sQ0","SCNDL, Zoolanda","spotify:album:1I3bQLwEfrzt3yu7rnbuwB","MELBOURNE BOUNCE","spotify:artist:0LyfQWJT6nXafLPZqxe9Of","Various Artists","2013-10-11","https://i.scdn.co/image/ab67616d0000b273542a117c955f8d73c5937444","1","15","244218","","true","0","spotify:user:b1zguy","2021-03-24T08:20:46Z","electro house,gaming edm,melbourne bounce,melbourne bounce international,melbourne bounce,melbourne bounce international","0.952","0.632","11","-7.297","0","0.212","0.0000563","0.0829","0.0279","0.527","127.997","4","","onelove","P 2013 onelove"
"spotify:track:2tBtdRjNw2YYIEzj6VtQhq","Boy Oh Boy","spotify:artist:5fMUXHkw8R8eOP2RNVYEZX, spotify:artist:6M7RdR9ZP52h2mfNLmiHtU","Diplo, Good Times Ahead","spotify:album:1Mcjc6eMSQbpXsjIwUNPd9","Boy Oh Boy","spotify:artist:5fMUXHkw8R8eOP2RNVYEZX, spotify:artist:6M7RdR9ZP52h2mfNLmiHtU","Diplo, Good Times Ahead","2013-10-15","https://i.scdn.co/image/ab67616d0000b273244d83a7c0827c2d8fd3291e","1","1","174398","","false","0","spotify:user:b1zguy","2021-03-24T08:24:53Z","bmore,dance pop,edm,electro house,house,moombahton,ninja,pop,pop dance,tropical house,bass trap,brostep,edm,electro house,electronic trap,pop dance,vapor twitch","0.539","0.954","1","-3.054","0","0.12","0.00224","0.835","0.0623","0.389","129.956","4","","Mad Decent","C 2013 Mad Decent, P 2013 Mad Decent"
"spotify:track:0zBkRnOmKzsB67xYbZY4DJ","Brothers - Original Mix","spotify:artist:4I4ZRmxuOEADKSea0rNq3h, spotify:artist:4TSqSBlGY1wV5qhnX6vVwB","John Christian, Eric Lumiere","spotify:album:1N8CqQGxRdzcVB7k5A62r3","Brothers (Original Mix)","spotify:artist:4I4ZRmxuOEADKSea0rNq3h","John Christian","2015-11-30","https://i.scdn.co/image/ab67616d0000b273283d2efbaef07e2af4082cb9","1","1","367500","https://p.scdn.co/mp3-preview/43aba5cc5a6f46f3bf93ea8957827ab82c15d5c2?cid=9950ac751e34487dbbe027c4fd7f8e99","false","16","spotify:user:b1zguy","2021-03-24T08:26:00Z","","0.461","0.82","0","-4.782","1","0.0921","0.00429","0.0011","0.0338","0.324","128.332","4","","Freeway Recordings","C 2015 076 Records, P 2015 076 Records"
"spotify:track:540CaPd1RzwkSk5OtRSBBw","All Day","spotify:artist:2iLgrmZulbzpjkTfh2Z3eZ","Kill FM","spotify:album:19UIkehgDAm6aMIoSli2F2","All Day","spotify:artist:2iLgrmZulbzpjkTfh2Z3eZ","Kill FM","2016-03-11","https://i.scdn.co/image/ab67616d0000b273ffef2c4bc1c891704ed35313","1","1","135257","","false","0","spotify:user:b1zguy","2021-03-24T08:29:47Z","","0.66","0.916","0","-4.157","0","0.0728","0.00161","0.514","0.354","0.587","126.046","4","","OXYGEN","C 2016 Oxygen / SpinninRecords.com, P 2015 Oxygen / SpinninRecords.com"
"spotify:track:79y5xldzJErccDzTFbtXoB","Melody - Radio Edit","spotify:artist:5nki7yRhxgM509M5ADlN1p","Oliver Heldens","spotify:album:4JiBg1Io2SHfIo9V3OKlz0","Melody","spotify:artist:5nki7yRhxgM509M5ADlN1p","Oliver Heldens","2015-04-29","https://i.scdn.co/image/ab67616d0000b2736a9620bd68b32d0df0d81813","1","1","163996","","false","0","spotify:user:b1zguy","2021-03-24T08:30:26Z","dance pop,edm,electro house,future house,house,pop dance,progressive electro house,progressive house,tropical house","0.472","0.972","10","-4.262","0","0.0622","0.00415","0.924","0.812","0.436","126.092","4","","Spinnin' Records","C 2015 SpinninRecords.com, P 2015 SpinninRecords.com"
"spotify:track:6SJ06gvoWTZAZIcNajrcZP","Gangsta","spotify:artist:0ktujbOLx1L1K8wj8o8dpJ","Promise Land","spotify:album:26z8kfGdW7M2lbvPjbXy2m","Gangsta","spotify:artist:0ktujbOLx1L1K8wj8o8dpJ","Promise Land","2013-06-03","https://i.scdn.co/image/ab67616d0000b27381c2e719124c1edfb065c13c","1","1","322968","","false","0","spotify:user:b1zguy","2021-03-24T08:30:44Z","electro house,pop edm,progressive electro house","0.693","0.886","3","-6.104","0","0.0484","0.000783","0.141","0.0218","0.508","128.002","4","","Spinnin' Records","C 2013 SpinninRecords.com, P 2013 SpinninRecords.com"
"spotify:track:53ctqsJg0nAwVTuH2jHVZu","Wave Your Hands","spotify:artist:6xQvQwZQQuq9R3TdPNbcR8, spotify:artist:66MrdPDHTjnnMOTBmC81q5","Bassjackers, Thomas Newson","spotify:album:0OI9FwmEkdCSwQ71NWBxV4","Wave Your Hands","spotify:artist:6xQvQwZQQuq9R3TdPNbcR8, spotify:artist:66MrdPDHTjnnMOTBmC81q5","Bassjackers, Thomas Newson","2015-03-02","https://i.scdn.co/image/ab67616d0000b273f16aa87736260d6ad548e16e","1","1","247514","https://p.scdn.co/mp3-preview/dee4c5477915b50d7e3b63c3e91a8edf3eb4c84a?cid=9950ac751e34487dbbe027c4fd7f8e99","true","33","spotify:user:b1zguy","2021-03-24T08:36:26Z","dance pop,dutch house,edm,electro house,pop dance,progressive electro house,electro house,progressive electro house,sky room","0.692","0.968","1","-3.606","1","0.0458","0.00115","0.766","0.0732","0.415","127.957","4","","Smash The House (Armada)","C 2015 Armada Music B.V. under exclusive license from Smash The House, P 2015 Armada Music B.V. under exclusive license from Smash The House"
"spotify:track:2ZBj4aI0CUmQJt9OkrWuKY","Where Is Your Mind - Marcapasos Remix","spotify:artist:4zaOa6gB1OU9xcUZRiaW4D","Sun @ Night","spotify:album:3qWqixvG8Esyrpac3xRgS4","Where Is Your Mind","spotify:artist:4zaOa6gB1OU9xcUZRiaW4D","Sun @ Night","2010-12-10","https://i.scdn.co/image/ab67616d0000b273ca32076866907902be482cd4","1","4","386453","","false","0","spotify:user:b1zguy","2021-03-24T08:36:57Z","pop house","0.876","0.439","4","-7.562","0","0.118","0.0178","0.0134","0.0917","0.439","127.017","4","","toka beatz","C 2010 toka beatz, P 2010 toka beatz"
"spotify:track:76juDmdOF5jly6YlTcmSnJ","Get Shaky - Radio Edit","spotify:artist:5PbZIYWcDuRgEbMs7abSTH","Ian Carey Project","spotify:album:0hlWRccmVY0WHtrHF3vxxD","Get Shaky","spotify:artist:5PbZIYWcDuRgEbMs7abSTH","Ian Carey Project","2009-01-01","https://i.scdn.co/image/ab67616d0000b2736170945402fd265ec403b09b","1","1","204370","https://p.scdn.co/mp3-preview/a39b8dc28896111fc77a869dd4cce5ec6778ea69?cid=9950ac751e34487dbbe027c4fd7f8e99","false","49","spotify:user:b1zguy","2021-03-24T08:37:36Z","pop house","0.711","0.747","6","-4.148","1","0.0958","0.0418","0.00482","0.217","0.647","127.972","3","","Universal Music Australia Pty. Ltd.","C © 2009 Vicious Australia, P ℗ 2009 Vicious Australia"
"spotify:track:5MhsZlmKJG6X5kTHkdwC4B","I'm an Albatraoz","spotify:artist:5vCOdeiQt9LyzdI87kt5Sh, spotify:artist:1KYt3TMGpa1LtVi0m2A0F9","AronChupa, Little Sis Nora","spotify:album:1qHVYbxQ6IS8YRviorKDJI","I'm an Albatraoz","spotify:artist:5vCOdeiQt9LyzdI87kt5Sh, spotify:artist:1KYt3TMGpa1LtVi0m2A0F9","AronChupa, Little Sis Nora","2014-08-08","https://i.scdn.co/image/ab67616d0000b2734676cbf99a56d53dc494abfb","1","1","166848","https://p.scdn.co/mp3-preview/1123728623c6bb858e4545a5f182f77df25b1726?cid=9950ac751e34487dbbe027c4fd7f8e99","true","71","spotify:user:b1zguy","2021-03-24T09:14:27Z","swedish pop","0.883","0.817","0","-5.414","1","0.235","0.601","0.00449","0.11","0.595","128.078","4","","Aron Ekberg","P (P) 2014 Aron Ekberg under exclusive license to Sony Music Entertainment Sweden AB"
"spotify:track:1omk7STG1ZnpvcCUv9VSuQ","Oceans (feat. Greyson Chance) (Radio Edit)","spotify:artist:7tOUuyCplrFWLXCZuhE3C4, spotify:artist:4X5vI99vwAZqt7YXhElP1y, spotify:artist:0Qnx1MPnHYt3jJCYrRFVwX","tyDi, Jack Novak, Greyson Chance","spotify:album:6TZuSyTqbQ9TAzlCEDoHXA","Oceans","spotify:artist:7tOUuyCplrFWLXCZuhE3C4, spotify:artist:4X5vI99vwAZqt7YXhElP1y","tyDi, Jack Novak","2016-03-23","https://i.scdn.co/image/ab67616d0000b273b6d52e55250d8e1da1d5f35f","1","1","217142","","false","0","spotify:user:b1zguy","2021-03-24T09:15:31Z","australian dance,edm,pop dance,progressive house,trance,uplifting trance,alt z,dance pop,electropop,indie cafe pop,indie poptimism,pop,post-teen pop,viral pop","0.68","0.745","4","-5.626","0","0.0798","0.0894","0","0.0758","0.26","126.047","4","","The Dance Division","C 2016 Global Soundsystem Records, P 2016 MME / The Dance Division"
"spotify:track:4G4CdyOtmmRXJUpV6l2Q8b","Take Me (feat. Gloria Kim)","spotify:artist:1u7OVFmWah4wQhOPIbUb8U, spotify:artist:1DUd25ybTBglvAohsXTmBx","Will Sparks, Gloria Kim","spotify:album:2iKMMT8wYcCKuXjftgtlGn","Take Me (feat. Gloria Kim)","spotify:artist:1u7OVFmWah4wQhOPIbUb8U","Will Sparks","2017-09-01","https://i.scdn.co/image/ab67616d0000b2733174ca251d50f77508cd6852","1","1","240000","https://p.scdn.co/mp3-preview/784cc4093f34b186189bc1d6f82d9c9e190b7129?cid=9950ac751e34487dbbe027c4fd7f8e99","false","60","spotify:user:b1zguy","2021-03-24T09:16:27Z","big room,edm,electro house,melbourne bounce,melbourne bounce international,pop dance","0.658","0.863","1","-3.546","0","0.0781","0.0179","0.00122","0.0872","0.228","128.05","4","","Spinnin' Records","C © 2017 SpinninRecords.com, P ℗ 2017 SpinninRecords.com"
"spotify:track:2VHyCaYppSwvXhf7Rpmbei","Vacant - Galwaro","spotify:artist:4cZvsAtZm91PBC0tXlDrP0","Dirty Palm","spotify:album:40eqpN5tbKDGlZdJ5XUow8","Vacant","spotify:artist:4cZvsAtZm91PBC0tXlDrP0","Dirty Palm","2014-09-11","https://i.scdn.co/image/ab67616d0000b273fb83088508b21d642b62efb0","1","2","314902","https://p.scdn.co/mp3-preview/d76f5fbec903bc3260fa22359e62c79a68b9efe5?cid=9950ac751e34487dbbe027c4fd7f8e99","false","7","spotify:user:b1zguy","2021-03-24T09:27:19Z","gaming edm,melbourne bounce international","0.876","0.732","2","-6.098","1","0.131","0.0149","0.0028","0.695","0.149","127.981","4","","Majesty Music","C 2014 Majesty Music, P 2014 Majesty Music"
"spotify:track:2j33cdW6junhuJgxWzdca1","The One - Helion Remix","spotify:artist:7nsqCZ9SnOZQuH3WT0Oiso, spotify:artist:7oKBrJAYHGk7dib8rWGwCR, spotify:artist:05GSra7vTwr8o54Brzp2nA, spotify:artist:4uIoujSe9kIML6lLDGHjpE","Sk-Hall, Ludwiig, Helion, EBBA","spotify:album:3kPjyF0ay8E9l5gdYstsM4","The One (Helion Remix)","spotify:artist:7nsqCZ9SnOZQuH3WT0Oiso, spotify:artist:7oKBrJAYHGk7dib8rWGwCR, spotify:artist:05GSra7vTwr8o54Brzp2nA","Sk-Hall, Ludwiig, Helion","2019-03-15","https://i.scdn.co/image/ab67616d0000b27309002c558dbed48a5f61db50","1","1","168754","https://p.scdn.co/mp3-preview/8d1efa32980bf16dad9af68e59735bf9ff0ca703?cid=9950ac751e34487dbbe027c4fd7f8e99","false","35","spotify:user:b1zguy","2021-03-25T06:04:22Z","melbourne bounce international,melbourne bounce international,melbourne bounce international","0.738","0.831","8","-5.793","1","0.059","0.00317","0.104","0.245","0.24","127.995","4","","United Music ApS","C © 2019 NoCopyright United, P ℗ 2019 NoCopyright United"
"spotify:track:1PWjRYOQBuzCM7BJtOK4UY","How We Do - Original Mix","spotify:artist:6BrvowZBreEkXzJQMpL174, spotify:artist:3gk0OYeLFWYupGFRHqLSR7","Hardwell, Showtek","spotify:album:0B15JNwAnlTJmZFmfEcBNV","How We Do","spotify:artist:6BrvowZBreEkXzJQMpL174, spotify:artist:3gk0OYeLFWYupGFRHqLSR7","Hardwell, Showtek","2012-08-13","https://i.scdn.co/image/ab67616d0000b2739eff6969a08c81316d329c6e","1","1","326192","https://p.scdn.co/mp3-preview/f72150bea56d58d45a32a89cce013e3f02211be8?cid=9950ac751e34487dbbe027c4fd7f8e99","false","42","spotify:user:b1zguy","2021-03-25T09:58:22Z","big room,dance pop,dutch house,edm,electro house,pop dance,progressive electro house,progressive house,tropical house,classic hardstyle,edm,electro house,euphoric hardstyle,pop dance,progressive electro house","0.668","0.889","1","-4.661","1","0.116","0.000456","0.863","0.0623","0.0619","129.994","4","","Revealed Recordings","C 2012 Hardwell Productions B.V. under exclusive license to Cloud 9 Music N.V., P 2012 Hardwell Productions B.V. under exclusive license to Cloud 9 Music N.V."
"spotify:track:5yR26TumS74yhIOGhn8Hs8","Payback","spotify:artist:10hGPIDZi33LRaYRIq3Bh4, spotify:artist:4FqPRilb0Ja0TKG3RS3y4s","Dimitri Vangelis & Wyman, Steve Angello","spotify:album:2BoVLp1bG7rLETC2roj2kX","Payback","spotify:artist:10hGPIDZi33LRaYRIq3Bh4, spotify:artist:4FqPRilb0Ja0TKG3RS3y4s","Dimitri Vangelis & Wyman, Steve Angello","2015-02-16","https://i.scdn.co/image/ab67616d0000b273e4c94092518788223b1362a7","1","1","349489","https://p.scdn.co/mp3-preview/1a234e2d099adfc7bda62695e0a1b2f6c654c2b5?cid=9950ac751e34487dbbe027c4fd7f8e99","false","53","spotify:user:b1zguy","2021-03-26T07:50:01Z","edm,electro house,pop dance,progressive electro house,progressive house,disco house,edm,electro house,house,pop dance,progressive electro house,progressive house","0.637","0.827","7","-5.153","0","0.0629","0.046","0.103","0.575","0.339","128.025","4","","SIZE Records","P 2015 SIZE Records, P 2015 SIZE Records"
"spotify:track:4gxukDJiwApNEgVIh4pHgT","WOW","spotify:artist:2o5jDhtHVPhrJdv3cEQ99Z","Tiësto","spotify:album:4I2qcrUxk37AoJOMjiOCvu","WOW","spotify:artist:2o5jDhtHVPhrJdv3cEQ99Z","Tiësto","2018-08-24","https://i.scdn.co/image/ab67616d0000b2735d278dde35fc7fdcbb379f20","1","1","148125","","false","0","spotify:user:b1zguy","2021-03-26T07:58:57Z","big room,brostep,dance pop,dutch edm,edm,house,pop,pop dance,slap house,trance,tropical house","0.601","0.99","6","-3.016","1","0.337","0.00116","0.52","0.124","0.192","127.958","4","","Musical Freedom","C 2018 Musical Freedom Label Ltd., P 2018 Musical Freedom Label Ltd."
"spotify:track:4gZcorMw9xTt0mmc3a7moY","Resurrection - Axwell's Recut Radio Edit","spotify:artist:4CuipEvwcoQggmCV8jpKF9","Michael Calfan","spotify:album:7nlR4EOVCpBtWYMMm9Sh00","Resurrection","spotify:artist:4CuipEvwcoQggmCV8jpKF9","Michael Calfan","2012-02-06","https://i.scdn.co/image/ab67616d0000b2738c351573b78e4c34aa16f176","1","1","168880","https://p.scdn.co/mp3-preview/e0161c05f13f55dd1ce0a225bf81b5752ea7617b?cid=9950ac751e34487dbbe027c4fd7f8e99","false","37","spotify:user:b1zguy","2021-03-26T08:00:50Z","dance pop,deep groove house,deep house,deep tropical house,edm,electro house,house,pop dance,pop edm,progressive electro house,progressive house,tropical house","0.673","0.948","7","-2.473","1","0.0361","0.0376","0.836","0.154","0.607","128.061","4","","disco:wax","P (P) 2012 Axtone Records Ltd., under exclusive license to disco:wax"
"spotify:track:6KQUZNUMApkQhBVjQokILL","Don't Give Up","spotify:artist:7dc6hUwyuIhrZdh80eaCEE","Fedde Le Grand","spotify:album:1O1GkJHNuflu3agdLE1r3N","Don't Give Up","spotify:artist:7dc6hUwyuIhrZdh80eaCEE","Fedde Le Grand","2014-04-29","https://i.scdn.co/image/ab67616d0000b273717bc41e6ca482593801caaa","1","1","321956","https://p.scdn.co/mp3-preview/6a6f1acdf03070ab15a038411c9da8d42b5de1aa?cid=9950ac751e34487dbbe027c4fd7f8e99","false","39","spotify:user:b1zguy","2021-03-26T08:03:39Z","dance pop,disco house,dutch house,edm,electro house,house,pop dance,progressive electro house,progressive house,tropical house","0.501","0.882","7","-5.276","0","0.181","0.000358","0.373","0.739","0.339","127.994","4","","Sony Music Entertainment","P (P) 2014 Le Grand Divertissement BV exclusively licensed to Sony Music Entertainment Netherlands B.V."
"spotify:track:6lAc6XdM1MQHnk0UHAeIAe","Coco's Miracle","spotify:artist:7dc6hUwyuIhrZdh80eaCEE, spotify:artist:1PFc84GHTYPL0G12JHh9Mc, spotify:artist:3XSkS0dvC7HqbspstKciWc","Fedde Le Grand, Dannic, Coco Star","spotify:album:6IcoeO8P7XyJtgYkXuFZUB","Coco's Miracle","spotify:artist:7dc6hUwyuIhrZdh80eaCEE, spotify:artist:1PFc84GHTYPL0G12JHh9Mc, spotify:artist:3XSkS0dvC7HqbspstKciWc","Fedde Le Grand, Dannic, Coco Star","2017-08-25","https://i.scdn.co/image/ab67616d0000b2739f38311fa357d851b779831b","1","1","184761","https://p.scdn.co/mp3-preview/c14f05ac6e6d2d7031fdffdb45018d51b2a7d39f?cid=9950ac751e34487dbbe027c4fd7f8e99","false","42","spotify:user:b1zguy","2021-03-26T08:11:31Z","dance pop,disco house,dutch house,edm,electro house,house,pop dance,progressive electro house,progressive house,tropical house,dutch edm,dutch house,edm,electro house,pop dance,pop edm,progressive electro house,progressive house,sky room","0.68","0.768","4","-3.595","0","0.0343","0.0678","0","0.0721","0.203","126.026","4","","Spinnin' Records","C © 2017 SpinninRecords.com, P ℗ 2017 SpinninRecords.com"
"spotify:track:65G7XDGcybJiGywSCXJiL5","Animals - Radio Edit","spotify:artist:60d24wfXkVzDSfLS6hyCjZ","Martin Garrix","spotify:album:2fbj0gGFRAAtpnpDvIKO3V","Animals","spotify:artist:60d24wfXkVzDSfLS6hyCjZ","Martin Garrix","2016-12-16","https://i.scdn.co/image/ab67616d0000b273a8bbffaf052fb56c20c180e1","1","1","176120","https://p.scdn.co/mp3-preview/0bcf16918491603928da716b971d81ebda92f813?cid=9950ac751e34487dbbe027c4fd7f8e99","false","58","spotify:user:b1zguy","2021-03-26T08:11:43Z","dance pop,dutch edm,edm,pop,pop dance,progressive house,tropical house","0.593","0.914","1","-5.351","1","0.0363","0.00137","0.445","0.0714","0.0381","128.015","4","","Silent Records/Republic Records","C © 2016 Spinnin Records, BV, under exclusive license to Silent Records and Republic Records, a Division of UMG Recordings, Inc., P ℗ 2016 Spinnin Records, BV, under exclusive license to Silent Records and Republic Records, a Division of UMG Recordings, Inc."
